,ZCTA5CE10,INTPTLAT10,INTPTLON10
2253,06704,+41.5887392,-073.0352673
2254,06705,+41.5487159,-072.9940315
2255,05440,+44.9578823,-073.2919738
2256,02743,+41.7182175,-070.9011509
2257,02744,+41.6062520,-070.9136318
2258,02745,+41.7007370,-070.9505465
2259,02746,+41.6609950,-070.9401373
2260,02747,+41.6647107,-071.0156985
2261,02748,+41.5530836,-070.9714529
2262,02760,+41.9725669,-071.3343745
2263,02762,+42.0128383,-071.3361880
2264,02763,+41.9668655,-071.3085743
2265,02764,+41.8519289,-071.1535982
2266,02766,+41.9653413,-071.1817803
2267,02767,+41.9409960,-071.0484992
2268,53013,+43.5653176,-087.8469167
2269,53014,+44.0260761,-088.1763118
2270,53015,+43.9076894,-087.7859991
2271,53016,+43.3106869,-088.7144412
2272,53017,+43.2010134,-088.2513664
2273,53018,+43.0481563,-088.3905005
2274,53019,+43.6979250,-088.3217232
2275,53020,+43.8617769,-088.0114148
2276,53021,+43.4946466,-088.0093175
2277,53022,+43.2321792,-088.1157998
2278,53023,+43.7804380,-088.1066705
2279,61364,+41.1279379,-088.8411734
2280,61367,+41.6214123,-089.2594881
2281,36804,+32.5339726,-085.3475190
2282,61368,+41.2621360,-089.5175372
2283,53024,+43.3336191,-087.9283164
2284,61369,+40.9840810,-089.1550654
2285,61370,+41.1997778,-089.0384775
2286,61372,+41.4648995,-089.0780182
2287,61373,+41.4072275,-088.9959355
2288,56165,+43.7253431,-095.7030570
2289,56166,+44.2030009,-095.3809864
2290,56167,+43.5539270,-095.4087283
2291,56168,+43.6174883,-095.8094894
2292,56169,+44.3383340,-096.0065101
2293,56170,+44.1736784,-096.0905542
2294,56171,+43.6712851,-094.7617895
2295,56172,+44.0141627,-095.7755132
2296,56173,+43.5247205,-096.2459758
2297,56174,+44.0163363,-095.3050917
2298,56175,+44.2607012,-095.6385056
2299,56176,+43.7832868,-094.7204926
2300,70001,+29.9837220,-090.1672356
2301,70002,+30.0124960,-090.1625108
2302,70003,+30.0011635,-090.2097235
2303,70005,+29.9994157,-090.1340645
2304,70006,+30.0140317,-090.1913450
2305,60463,+41.6624464,-087.7899693
2306,60464,+41.6628404,-087.8607559
2307,35654,+34.4977887,-087.6322695
2308,60465,+41.6980230,-087.8291432
2309,60466,+41.4778163,-087.6831878
2310,35660,+34.7554939,-087.7012648
2311,60467,+41.6031920,-087.8871195
2312,60468,+41.3352830,-087.8102906
2313,60469,+41.6282581,-087.6870574
2314,35661,+34.7685260,-087.5628024
2315,60470,+41.1689699,-088.6410258
2316,60471,+41.4789709,-087.7340591
2317,35670,+34.4551761,-086.7293440
2318,60472,+41.6430745,-087.7080819
2319,35671,+34.6853980,-086.9353904
2320,60473,+41.5973794,-087.5991498
2321,07512,+40.9034151,-074.2197791
2322,07513,+40.9061822,-074.1486860
2323,20910,+39.0028598,-077.0366464
2324,07514,+40.9269920,-074.1438379
2325,07522,+40.9249588,-074.1790960
2326,20912,+38.9816005,-077.0011588
2327,64686,+39.7487007,-093.6238244
2328,64688,+39.8171324,-093.3750602
2329,64689,+39.8725562,-094.1501277
2330,64701,+38.6245182,-094.3292516
2331,64720,+38.4042917,-094.3433916
2332,64722,+38.2780740,-094.5425113
2333,64723,+38.3616391,-094.5595919
2334,64724,+38.1532099,-094.0066375
2335,64725,+38.4906578,-094.3726550
2336,64726,+38.5271531,-093.9219411
2337,64728,+37.7030471,-094.5238163
2338,64730,+38.2592621,-094.3002758
2339,64733,+38.5845544,-093.8274902
2340,64734,+38.6547336,-094.5593339
2341,64735,+38.3678058,-093.7436457
2342,64738,+37.9016643,-093.6516893
2343,64739,+38.5112805,-094.0966237
2344,64740,+38.2275052,-093.7029532
2345,64741,+37.8182338,-094.5623446
2346,64742,+38.5080946,-094.5411948
2347,64743,+38.6684534,-094.2322860
2348,64744,+37.8481975,-093.9789259
2349,64745,+38.1718887,-094.4972263
2350,64746,+38.6021458,-094.4967241
2351,64747,+38.5785074,-094.1823382
2352,64748,+37.3596725,-094.0907390
2353,64750,+37.9408993,-094.1016963
2354,64752,+38.0650181,-094.5634681
2355,64755,+37.3374162,-094.3086910
2356,64756,+37.6190302,-094.0151672
2357,64759,+37.5212200,-094.2570396
2358,64761,+38.6080249,-093.6756417
2359,12303,+42.7403866,-073.9053977
2360,12304,+42.7746899,-073.8982971
2361,12305,+42.8120107,-073.9503424
2362,12306,+42.8054287,-074.0442274
2363,12307,+42.8049807,-073.9328221
2364,12308,+42.8213398,-073.9209302
2365,12309,+42.7998697,-073.8649646
2366,12401,+41.9227200,-074.2028114
2367,12404,+41.8189583,-074.2360822
2368,12405,+42.3179089,-074.0859950
2369,12406,+42.0847244,-074.5249536
2370,12407,+42.3176381,-074.3581520
2371,12409,+42.0405689,-074.1811392
2372,12410,+42.0660963,-074.4247321
2373,12411,+41.8760187,-074.0448019
2374,12412,+42.0127321,-074.2795852
2375,12413,+42.3139841,-074.0221603
2376,12414,+42.2320193,-073.9138669
2377,33945,+26.6023253,-082.2205313
2378,37866,+36.3391142,-083.8580988
2379,33946,+26.8495067,-082.2835382
2380,33947,+26.8877201,-082.2656961
2381,23434,+36.7030034,-076.5921049
2382,54220,+44.1018046,-087.7228050
2383,33953,+26.9997025,-082.2122745
2384,54227,+44.2807707,-087.8107970
2385,54228,+44.2781615,-087.6502839
2386,54229,+44.5600609,-087.8155168
2387,23435,+36.8413400,-076.4842315
2388,23436,+36.8937555,-076.5069166
2389,33954,+27.0247235,-082.1224071
2390,54230,+44.1598387,-087.9150401
2391,54232,+44.0073453,-087.9247870
2392,23437,+36.6271154,-076.8031971
2393,54234,+45.1819627,-087.1015099
2394,23438,+36.5814926,-076.6965448
2395,23440,+37.8444175,-075.9976938
2396,45889,+41.1526110,-083.6386011
2397,45890,+40.9754316,-083.4899688
2398,45895,+40.5776947,-084.1546639
2399,45896,+40.6074472,-083.9296640
2400,45897,+40.8310683,-083.6565738
2401,45898,+40.7434745,-084.7696512
2402,45899,+40.8004525,-084.7738214
2403,69162,+41.1291890,-103.0164942
2404,69163,+41.5696392,-100.5416415
2405,69165,+41.2648588,-101.2072585
2406,69166,+42.0309131,-100.6183226
2407,69167,+41.5962316,-101.0060309
2408,69168,+40.7989955,-101.9865226
2409,69169,+40.8219422,-101.1608664
2410,69170,+40.7960265,-100.7443058
2411,69171,+40.8900442,-100.0707108
2412,69210,+42.3595618,-099.9239198
2413,69211,+42.8320240,-101.3032026
2414,69214,+42.5985492,-100.0996621
2415,69217,+42.6337876,-099.7655952
2416,69218,+42.7892481,-101.6748345
2417,69219,+42.4898400,-101.3379789
2418,69220,+42.8656035,-100.1303573
2419,69221,+42.5824922,-100.3009431
2420,69301,+42.1229650,-102.8812795
2421,69331,+41.8972726,-102.9913319
2422,69333,+42.0509418,-101.9665936
2423,69334,+41.8218076,-103.2901604
2424,69335,+42.0747951,-102.1098450
2425,69336,+41.6285268,-103.1673708
2426,69337,+42.8271753,-103.0128987
2427,69339,+42.6043427,-103.4129357
2428,78361,+27.0532308,-098.7475708
2429,78362,+27.8501647,-097.2032659
2430,78363,+27.4442036,-097.8655974
2431,78368,+28.1034445,-097.8081836
2432,78369,+27.3651304,-098.9967079
2433,78370,+27.9481475,-097.5986986
2434,78371,+27.6152561,-098.9463731
2435,90814,+33.7716163,-118.1436274
2436,85297,+33.2777710,-111.7314544
2437,85298,+33.2418855,-111.7256770
2438,90815,+33.7943482,-118.1163907
2439,90822,+33.7784357,-118.1186480
2440,89815,+40.6153331,-115.5942516
2441,90831,+33.7683341,-118.2016363
2442,91001,+34.1944893,-118.1382630
2443,85301,+33.5350123,-112.1819338
2444,91006,+34.1362578,-118.0267042
2445,89820,+40.4116234,-116.9771556
2446,91007,+34.1282838,-118.0477319
2447,89821,+40.4953614,-116.4683579
2448,91008,+34.1531592,-117.9688184
2449,85302,+33.5680902,-112.1780886
2450,91010,+34.1415857,-117.9576272
2451,76841,+30.9151164,-100.1086907
2452,76842,+30.9398195,-099.0798931
2453,76844,+31.4328542,-098.5230701
2454,76845,+31.5380659,-099.4881846
2455,76848,+30.8431216,-099.5700533
2456,76849,+30.4723520,-099.8215057
2457,76852,+31.3576599,-099.4572608
2458,76853,+31.2676132,-098.3718323
2459,76854,+30.6947858,-099.5813437
2460,76856,+30.6914844,-099.2733121
2461,76857,+31.9312328,-098.9274039
2462,76858,+31.1769505,-099.6164125
2463,76859,+30.8852677,-099.8588613
2464,76861,+31.5920141,-100.1925813
2465,76862,+31.4115050,-099.6823229
2466,76864,+31.5539752,-098.7311067
2467,76865,+31.8585163,-100.1653377
2468,76866,+31.4609669,-099.9337662
2469,76869,+30.9110960,-098.9946169
2470,76870,+31.6273572,-098.5467174
2471,76871,+31.2891229,-098.9954733
2472,76872,+31.3319189,-099.1659017
2473,76873,+31.5153160,-099.3806010
2474,76874,+30.4586700,-100.0691497
2475,76875,+31.6029307,-099.9995445
2476,76877,+31.1570594,-098.7640073
2477,76878,+31.6577537,-099.2929318
2478,76882,+31.8169036,-099.7022740
2479,76884,+31.7369022,-099.5677915
2480,76885,+30.8589575,-098.8613135
2481,76887,+31.0118967,-099.1594838
2482,76888,+31.6098991,-099.6404903
2483,76890,+31.6866772,-098.7762773
2484,76901,+31.5017800,-100.9743152
2485,76903,+31.4848193,-100.4378699
2486,76904,+31.2715151,-100.4006251
2487,76905,+31.5097241,-100.3220769
2488,17034,+40.2086101,-076.7855325
2489,17035,+40.4037855,-077.5813147
2490,17036,+40.2518448,-076.6658987
2491,17037,+40.4340762,-077.4220213
2492,17038,+40.4679149,-076.5560255
2493,17039,+40.2927092,-076.2407069
2494,17040,+40.3227984,-077.3040949
2495,17041,+40.2166344,-076.5396048
2496,17042,+40.2949523,-076.4248048
2497,17043,+40.2476106,-076.9001344
2498,12824,+43.5247563,-073.7271768
2499,12827,+43.4638903,-073.5313684
2500,12828,+43.2547585,-073.5593468
2501,12831,+43.1953285,-073.6918109
2502,12832,+43.3584665,-073.3302707
2503,12833,+43.1500000,-073.8408957
2504,12834,+43.0943065,-073.5005827
2505,12835,+43.3327865,-074.0063111
2506,12836,+43.7123469,-073.6055965
2507,12837,+43.4764451,-073.2556007
2508,12838,+43.3290562,-073.4050620
2509,12839,+43.3544863,-073.5539533
2510,12841,+43.6060069,-073.5330131
2511,12842,+43.7383484,-074.3670300
2512,12843,+43.5651037,-073.9727479
2513,58531,+47.5598991,-101.1956473
2514,64040,+38.7237603,-093.9876602
2515,58532,+46.8575872,-100.0982982
2516,64048,+39.4377851,-094.3635783
2517,64050,+39.1158600,-094.4105496
2518,58533,+46.4058421,-101.7897024
2519,64052,+39.0734153,-094.4502362
2520,58535,+46.5017887,-101.2472878
2521,64053,+39.1093507,-094.4652819
2522,64054,+39.1103548,-094.4390362
2523,58538,+46.1096187,-100.6895632
2524,64055,+39.0508472,-094.3979979
2525,64056,+39.1131286,-094.3149188
2526,64057,+39.0719570,-094.3193082
2527,58540,+47.6288814,-101.7273337
2528,64058,+39.1738557,-094.3135603
2529,58541,+47.3626246,-102.0578292
2530,58542,+46.0470712,-100.0101265
2531,64060,+39.3689221,-094.3637440
2532,64061,+38.7867188,-094.0844212
2533,58544,+46.5127456,-100.3724754
2534,64062,+39.4557313,-094.1632046
2535,19107,+39.9517369,-075.1586530
2536,19109,+39.9496517,-075.1636541
2537,19111,+40.0606116,-075.0801761
2538,19112,+39.8898568,-075.1693899
2539,19113,+39.8674245,-075.2533089
2540,19114,+40.0693988,-075.0001617
2541,19115,+40.0906983,-075.0428683
2542,19116,+40.1155695,-075.0132755
2543,19118,+40.0738720,-075.2112169
2544,19119,+40.0533484,-075.1911120
2545,19120,+40.0341472,-075.1191981
2546,19121,+39.9819795,-075.1791198
2547,19122,+39.9777459,-075.1458998
2548,62036,+38.9183111,-090.5897352
2549,53805,+43.1432984,-090.6869265
2550,62037,+39.0109430,-090.4650664
2551,53806,+42.7298523,-090.9198449
2552,53807,+42.6168354,-090.4727005
2553,53808,+42.6261143,-090.5930699
2554,53809,+42.9937546,-090.6336470
2555,53810,+42.8207854,-091.0019450
2556,53811,+42.5379518,-090.5067979
2557,53813,+42.8442338,-090.7212231
2558,53816,+42.9788406,-090.8543901
2559,53817,+42.9450891,-090.9676732
2560,62040,+38.7258383,-090.1117910
2561,62044,+39.3630520,-090.2215498
2562,62045,+39.2641939,-090.6901369
2563,62046,+38.8898340,-089.8461708
2564,53818,+42.7456996,-090.4923210
2565,62047,+39.1231348,-090.6265679
2566,53820,+42.6997718,-090.7014675
2567,62048,+38.8013565,-090.0917136
2568,53821,+43.0490764,-091.0573341
2569,62049,+39.1317169,-089.4813823
2570,53825,+42.9182259,-090.5905923
2571,62050,+39.4400166,-090.5447203
2572,53826,+43.1137258,-090.9247552
2573,37869,+36.5147553,-083.2449964
2574,37870,+36.4628953,-083.8338005
2575,37871,+36.0520762,-083.6810014
2576,85050,+33.6863605,-111.9963019
2577,85051,+33.5587590,-112.1324977
2578,85053,+33.6299232,-112.1316095
2579,85054,+33.6785364,-111.9410953
2580,85083,+33.7245691,-112.1585494
2581,85085,+33.7526545,-112.0901356
2582,85086,+33.8161366,-112.1199706
2583,85087,+33.9245977,-112.1268823
2584,85118,+33.4017839,-111.3517770
2585,85119,+33.4096758,-111.5019610
2586,85120,+33.4023861,-111.5678778
2587,85121,+33.1444056,-111.9222071
2588,85122,+32.9171259,-111.7442134
2589,85123,+32.7153008,-111.6980620
2590,85128,+32.9898582,-111.5378865
2591,85131,+32.6725108,-111.5472781
2592,85132,+32.9269560,-111.2140929
2593,85135,+33.0037715,-110.7855066
2594,85137,+33.1363767,-111.0225696
2595,85138,+33.0076262,-111.9895319
2596,14216,+42.9496147,-078.8611193
2597,14217,+42.9718761,-078.8768692
2598,14218,+42.8193721,-078.8309524
2599,14219,+42.7886747,-078.8264307
2600,14220,+42.8457384,-078.8220761
2601,14221,+42.9844813,-078.7227613
2602,14222,+42.9198278,-078.8769315
2603,05441,+44.8055492,-072.7202429
2604,05442,+44.7571868,-072.6713335
2605,05443,+44.1394432,-073.0399303
2606,05444,+44.6497281,-072.8969575
2607,05445,+44.3099545,-073.2209778
2608,05446,+44.5412586,-073.1844153
2609,05447,+44.9324542,-072.7018918
2610,05448,+44.7502911,-072.9008651
2611,05450,+44.8945776,-072.7952457
2612,05452,+44.5386242,-073.0502230
2613,05454,+44.7102892,-073.0288772
2614,05455,+44.8016874,-072.9673935
2615,05456,+44.2214160,-073.2645954
2616,05457,+44.9587326,-072.9220086
2617,05458,+44.7178468,-073.3074859
2618,05459,+44.9500605,-073.0053667
2619,05461,+44.3327011,-073.0874086
2620,05462,+44.3125390,-072.9521082
2621,05463,+44.8713248,-073.3491998
2622,05464,+44.6462616,-072.8189972
2623,05465,+44.4641751,-072.9510570
2624,05468,+44.6573709,-073.1444885
2625,05471,+44.8280654,-072.5782060
2626,05472,+44.1027606,-073.1552091
2627,02769,+41.8468781,-071.2448699
2628,02770,+41.7608637,-070.8389561
2629,02771,+41.8397984,-071.3180471
2630,02777,+41.7581626,-071.2141812
2631,02779,+41.8380611,-071.0776152
2632,02780,+41.9091120,-071.1183464
2633,02790,+41.5991765,-071.0823714
2634,02791,+41.5278237,-071.0796179
2635,15834,+41.5007604,-078.3227829
2636,15840,+41.1719718,-078.8226489
2637,15841,+41.2629393,-078.5298826
2638,15845,+41.4944007,-078.6895880
2639,15846,+41.3198309,-078.5802436
2640,15847,+41.0901874,-079.0324821
2641,15848,+41.0241686,-078.7306443
2642,15849,+41.1644921,-078.5822542
2643,15851,+41.1029061,-078.9104169
2644,15853,+41.3923425,-078.7916306
2645,15856,+41.0822553,-078.6143015
2646,15857,+41.4547850,-078.5206645
2647,15860,+41.3340020,-079.0203228
2648,15861,+41.3060945,-078.0663765
2649,15863,+41.0143850,-078.8397358
2650,15864,+41.1036279,-079.1975324
2651,15865,+41.0449543,-078.8282915
2652,61374,+41.5477121,-089.3587229
2653,53027,+43.3179843,-088.3725223
2654,36830,+32.5386118,-085.4897080
2655,61375,+41.0351729,-089.2434308
2656,61376,+41.5453434,-089.6132495
2657,53029,+43.1466029,-088.3410000
2658,53031,+43.6391443,-087.9156276
2659,61377,+41.0613815,-089.0340384
2660,36832,+32.5829363,-085.5859384
2661,36849,+32.6024198,-085.4873410
2662,61378,+41.7226712,-089.1554022
2663,53032,+43.4495852,-088.6247919
2664,61379,+41.3907970,-089.6069746
2665,36850,+32.7869195,-085.6557570
2666,53033,+43.2349375,-088.2539965
2667,53034,+43.3301684,-088.6187843
2668,36852,+32.7571807,-085.2924943
2669,53035,+43.3906406,-088.5469191
2670,53036,+43.1796613,-088.5750450
2671,53037,+43.3121407,-088.1631338
2672,53038,+43.0843287,-088.7876522
2673,36853,+32.8165233,-085.7672196
2674,61401,+40.9442049,-090.3858243
2675,53039,+43.3698456,-088.7133467
2676,61410,+40.7964750,-090.3960074
2677,53040,+43.5269649,-088.1910274
2678,61411,+40.4009816,-090.5021284
2679,36854,+32.7516126,-085.1894841
2680,61412,+41.0783981,-090.5797146
2681,61413,+41.1865766,-090.3704005
2682,53042,+43.9568732,-087.9723293
2683,36855,+33.0289076,-085.3081507
2684,61414,+41.1246713,-090.1557564
2685,53044,+43.7425141,-087.7821949
2686,36856,+32.2744931,-084.9978280
2687,36858,+32.3282741,-085.3303753
2688,70030,+29.8191975,-090.4397097
2689,70031,+29.9434918,-090.2955647
2690,70032,+29.9585160,-089.9975048
2691,70036,+29.7140316,-090.1214960
2692,70037,+29.7712190,-090.0753730
2693,70038,+29.3492239,-089.4388124
2694,70039,+29.8873837,-090.3887601
2695,70040,+29.7402112,-089.9225957
2696,70041,+29.3750880,-089.5876698
2697,70043,+29.9484136,-089.9626783
2698,70047,+29.9689472,-090.3673089
2699,70049,+30.0305444,-090.5713020
2700,70050,+29.3795794,-089.5902566
2701,70051,+30.0859667,-090.6476337
2702,70052,+30.0550686,-090.6950150
2703,70053,+29.9134215,-090.0532007
2704,70056,+29.8874406,-090.0273043
2705,70057,+29.9621976,-090.4641995
2706,70058,+29.8688744,-090.0648723
2707,60474,+41.1798012,-088.2664407
2708,35672,+34.6485327,-087.4064872
2709,60475,+41.4725398,-087.6275078
2710,60476,+41.5694831,-087.6017086
2711,35673,+34.5763355,-087.1373489
2712,60477,+41.5721428,-087.7892499
2713,60478,+41.5634529,-087.7254094
2714,60479,+41.2323836,-088.5263962
2715,35674,+34.6624097,-087.7819015
2716,60480,+41.7292307,-087.8811338
2717,35677,+34.9557070,-088.0265548
2718,35739,+34.9685856,-086.7910363
2719,60481,+41.2852358,-088.1143119
2720,35740,+34.9652857,-085.7774477
2721,60482,+41.6878431,-087.7899455
2722,60484,+41.4430250,-087.7104773
2723,35741,+34.7180155,-086.4790039
2724,35744,+34.6105316,-085.9091407
2725,35745,+34.9434157,-086.1801785
2726,60487,+41.5627296,-087.8344163
2727,35746,+34.8286190,-086.0059568
2728,60490,+41.6693203,-088.1453990
2729,35747,+34.4949440,-086.2989890
2730,60491,+41.6026976,-087.9626049
2731,35748,+34.7210791,-086.3893557
2732,60501,+41.7792455,-087.8233794
2733,60502,+41.7903363,-088.2601548
2734,35749,+34.8222121,-086.7578714
2735,60503,+41.7117520,-088.2586593
2736,35750,+34.9561788,-086.5894819
2737,07524,+40.9317108,-074.1568702
2738,07601,+40.8893976,-074.0456981
2739,21001,+39.5044917,-076.2010478
2740,07603,+40.8742931,-074.0297371
2741,21005,+39.4930878,-076.1725410
2742,07604,+40.8627507,-074.0751822
2743,07605,+40.8633911,-073.9884656
2744,07606,+40.8578439,-074.0485689
2745,21009,+39.4668819,-076.2952295
2746,07607,+40.9028851,-074.0634573
2747,07608,+40.8535030,-074.0601093
2748,21010,+39.3909318,-076.2926291
2749,64762,+37.5466588,-094.5014834
2750,64763,+38.1435505,-093.7019394
2751,64765,+37.9958852,-094.4437960
2752,64767,+37.7373571,-094.2014525
2753,64769,+37.4806882,-094.5683093
2754,64770,+38.2814512,-093.9895070
2755,64771,+37.7511847,-094.4690491
2756,64772,+37.8325671,-094.3346966
2757,64776,+38.0495645,-093.6637072
2758,64778,+37.9193715,-094.4791899
2759,64779,+38.0920185,-094.3962119
2760,64780,+38.0592024,-094.0469612
2761,64781,+37.9831770,-093.8105860
2762,64783,+38.0052479,-094.1094197
2763,64784,+37.6646509,-094.2341694
2764,64788,+38.4239057,-094.0195479
2765,64790,+37.9193483,-094.2221690
2766,64801,+37.1069023,-094.4976466
2767,64804,+37.0216913,-094.5108993
2768,64830,+37.2313912,-094.4103696
2769,64831,+36.6591281,-094.4567621
2770,64832,+37.3402092,-094.5735977
2771,64833,+37.1938103,-094.1298420
2772,64834,+37.1878748,-094.5736117
2773,64835,+37.1484428,-094.4374854
2774,64836,+37.1892553,-094.2792550
2775,64840,+37.0165697,-094.3360634
2776,12416,+42.1030403,-074.2815517
2777,12417,+41.9064222,-073.9907232
2778,12418,+42.3587581,-074.1616800
2779,12419,+41.8611187,-074.1020166
2780,12420,+41.6724659,-074.3715594
2781,12421,+42.2500454,-074.5461592
2782,12422,+42.3918293,-074.2132876
2783,12423,+42.3792177,-074.1097459
2784,12424,+42.2476174,-074.1158471
2785,12427,+42.1342379,-074.1367363
2786,12428,+41.7468721,-074.4661832
2787,12429,+41.8333287,-073.9853777
2788,12430,+42.1954799,-074.5033942
2789,12431,+42.3620226,-074.0235331
2790,12432,+42.0443795,-073.9444302
2791,23441,+37.7102679,-075.6996850
2792,23442,+37.9047565,-075.5754368
2793,33955,+26.8164330,-081.9938081
2794,33956,+26.5463150,-082.1436575
2795,33957,+26.4639198,-082.0930306
2796,54235,+44.8408866,-087.3727931
2797,33960,+27.0441464,-081.4027275
2798,33965,+26.4633729,-081.7730192
2799,33966,+26.5914074,-081.8309818
2800,23451,+36.8651264,-076.0058274
2801,54241,+44.2158706,-087.5947060
2802,54245,+44.0309241,-087.8980608
2803,69340,+42.2148698,-102.2078614
2804,69343,+42.7023993,-102.0331571
2805,69345,+41.5895817,-103.7446245
2806,69346,+42.6252269,-103.7929793
2807,69347,+42.6065783,-102.6843744
2808,69348,+42.2681061,-103.3495815
2809,69352,+41.8039856,-103.9735483
2810,69353,+41.7472277,-103.4165088
2811,69354,+42.3910957,-103.6881782
2812,69355,+41.7812755,-103.5054723
2813,69357,+42.1104956,-103.7684585
2814,69358,+42.0662655,-103.9683329
2815,69360,+42.6969366,-102.4670532
2816,69361,+41.9228378,-103.6229037
2817,69365,+42.9850015,-102.5049168
2818,69366,+42.1828210,-101.5859580
2819,69367,+42.8118215,-103.3304051
2820,80758,+40.1388357,-102.1930940
2821,67501,+37.9774926,-097.9264519
2822,67502,+38.1267143,-097.9298051
2823,67505,+38.0313547,-097.9457996
2824,67510,+38.0063588,-098.2063242
2825,67511,+38.4324979,-099.0472554
2826,89822,+40.5306703,-116.1939764
2827,85303,+33.5326991,-112.2210635
2828,89823,+41.0073249,-115.2807940
2829,89825,+41.8761925,-114.7774121
2830,89826,+41.8906027,-115.3853859
2831,91011,+34.2221186,-118.2053060
2832,89828,+40.7353335,-115.3433899
2833,85304,+33.5997388,-112.1782763
2834,85305,+33.5308050,-112.2562998
2835,89830,+41.2697177,-114.2859319
2836,89831,+41.7159957,-116.0983425
2837,91016,+34.1527996,-118.0004821
2838,91020,+34.2113440,-118.2306548
2839,85306,+33.6245562,-112.1765893
2840,91024,+34.1687705,-118.0502158
2841,89833,+40.4625350,-115.3641560
2842,85307,+33.5394383,-112.3144416
2843,89834,+41.4083421,-116.2281243
2844,76908,+31.4320750,-100.4021862
2845,78665,+30.5432555,-097.6452016
2846,78666,+29.8801625,-097.9661644
2847,78669,+30.4307202,-098.1127781
2848,78670,+29.7749354,-097.8178310
2849,78671,+30.2189556,-098.6299015
2850,78672,+30.8588360,-098.4695113
2851,78675,+30.4346380,-098.7071424
2852,78676,+30.0344492,-098.1427764
2853,78677,+29.3499524,-097.5802059
2854,78681,+30.5344240,-097.7257406
2855,78701,+30.2705689,-097.7425893
2856,78702,+30.2633776,-097.7144828
2857,78703,+30.2932682,-097.7660504
2858,78704,+30.2430316,-097.7650806
2859,78705,+30.2943314,-097.7385157
2860,78712,+30.2821733,-097.7310030
2861,78717,+30.4882303,-097.7522030
2862,78719,+30.1972895,-097.6674225
2863,78721,+30.2699693,-097.6835568
2864,78722,+30.2899576,-097.7147003
2865,12844,+43.4893962,-073.6211940
2866,12845,+43.4240478,-073.7127399
2867,12846,+43.3459813,-073.7897175
2868,12847,+44.0083839,-074.6092313
2869,12849,+43.4495668,-073.2983201
2870,12850,+43.1026159,-073.9814410
2871,12851,+43.8418908,-074.0344674
2872,12852,+43.9357959,-074.1675219
2873,12853,+43.6575528,-074.0641849
2874,12855,+44.0270100,-073.7580526
2875,12856,+43.6659402,-074.1429610
2876,12857,+43.8195634,-073.8906197
2877,12858,+43.9089331,-073.6757803
2878,12859,+43.1718751,-073.9208721
2879,12860,+43.7445939,-073.8609670
2880,12861,+43.7468866,-073.4175272
2881,12862,+43.6854047,-073.9103214
2882,12863,+43.0603628,-073.9319058
2883,12864,+43.7273647,-074.3053882
2884,12865,+43.2141586,-073.3474507
2885,12866,+43.0737153,-073.7402363
2886,12870,+43.8300564,-073.7612222
2887,12871,+43.0885687,-073.6129650
2888,12872,+43.8746558,-073.7344175
2889,12873,+43.1174512,-073.3116462
2890,12874,+43.6905607,-073.5497434
2891,12878,+43.4150247,-074.0274499
2892,12883,+43.8363600,-073.5532220
2893,12884,+43.0883964,-073.5912911
2894,12885,+43.5244691,-073.8065960
2895,12886,+43.6730975,-073.9358903
2896,64063,+38.9119937,-094.3516732
2897,64064,+38.9744775,-094.3451799
2898,64065,+38.9521774,-094.4043973
2899,58545,+47.3579254,-101.5912356
2900,64066,+39.1359951,-094.1258363
2901,58549,+46.4798466,-099.9319619
2902,64067,+39.1542839,-093.8360414
2903,58552,+46.2441289,-100.2871751
2904,64068,+39.2583148,-094.3896527
2905,64070,+38.8866106,-094.1488937
2906,64071,+39.0278278,-093.8317174
2907,64072,+39.2421391,-094.2939354
2908,64074,+39.0836510,-094.0712963
2909,64075,+38.9996003,-094.1452616
2910,64076,+38.9831624,-093.9480564
2911,64077,+39.2245782,-094.1391265
2912,58554,+46.7427229,-100.9353004
2913,64078,+38.7028197,-094.4582763
2914,58558,+46.8297240,-100.4983741
2915,64079,+39.3590169,-094.7932730
2916,58559,+47.4893988,-100.7280513
2917,58560,+46.6784394,-100.2651288
2918,64080,+38.7642156,-094.2604226
2919,58561,+46.4871500,-099.6828913
2920,64081,+38.9070465,-094.4039323
2921,58562,+46.3773502,-101.9968735
2922,64082,+38.8621875,-094.4083056
2923,19123,+39.9644894,-075.1458015
2924,19124,+40.0171190,-075.0928144
2925,19125,+39.9762489,-075.1251055
2926,19126,+40.0553892,-075.1375619
2927,19127,+40.0281456,-075.2275493
2928,19128,+40.0484835,-075.2279336
2929,19129,+40.0130138,-075.1854021
2930,19130,+39.9679353,-075.1760727
2931,19131,+39.9901841,-075.2177951
2932,19132,+39.9962622,-075.1708546
2933,33948,+26.9858888,-082.1517415
2934,37872,+36.2695323,-084.6494957
2935,37873,+36.5262702,-082.8430472
2936,33950,+26.9029730,-082.0462860
2937,37874,+35.5983299,-084.4564841
2938,33952,+26.9861335,-082.0970420
2939,34139,+25.8256480,-081.4418620
2940,34140,+25.9251186,-081.6626078
2941,34141,+26.0228204,-081.0812494
2942,34142,+26.3427502,-081.3132876
2943,34145,+25.9040250,-081.6921130
2944,34201,+27.4006621,-082.4657933
2945,85139,+32.9780770,-112.1451644
2946,85140,+33.2445305,-111.5438117
2947,85141,+32.6418079,-111.4345331
2948,85142,+33.1999903,-111.6362938
2949,85143,+33.1586528,-111.5190422
2950,85145,+32.5441653,-111.3522051
