,ZCTA5CE10,INTPTLAT10,INTPTLON10
14330,21713,+39.5296865,-077.6756778
14331,21714,+39.4192972,-077.5044184
14332,08205,+39.4828769,-074.4521400
14333,21716,+39.3144530,-077.6200192
14334,21717,+39.3386679,-077.4370405
14335,21718,+39.3934968,-077.6277883
14336,21719,+39.7079560,-077.4942279
14337,08210,+39.1217495,-074.8344302
14338,08212,+38.9334463,-074.9538950
14339,21722,+39.6620839,-077.9198471
14340,04101,+43.6626067,-070.2579490
14341,04102,+43.6543535,-070.2976108
14342,04103,+43.6954216,-070.2886521
14343,04105,+43.7404718,-070.2771725
14344,04106,+43.6314020,-070.2859894
14345,04107,+43.5871732,-070.2364761
14346,04108,+43.6602780,-070.1860525
14347,04109,+43.6797408,-070.2528816
14348,04110,+43.7460267,-070.1800651
14349,04210,+44.0845366,-070.2496493
14350,04216,+44.6796593,-070.8465171
14351,04217,+44.3785363,-070.8162561
14352,04219,+44.4007467,-070.5581104
14353,04220,+44.3426203,-070.3474404
14354,04221,+44.4815380,-070.2773390
14355,04222,+43.9560209,-070.1324175
14356,04224,+44.5613568,-070.4137267
14357,04226,+44.5944758,-070.6925046
14358,04227,+44.5681230,-070.2931390
14359,04228,+44.4334894,-070.1152503
14360,55121,+44.8465414,-093.1549346
14361,55122,+44.8068106,-093.2014968
14362,55123,+44.8089327,-093.1384494
14363,55124,+44.7453010,-093.1994128
14364,55125,+44.9180314,-092.9382772
14365,55126,+45.0844497,-093.1328166
14366,55127,+45.0839069,-093.0802328
14367,16845,+41.1217424,-078.0105688
14368,16847,+40.9992850,-078.1654981
14369,16848,+41.0113129,-077.5332880
14370,16849,+40.9611225,-078.1156730
14371,16851,+40.8218755,-077.7871294
14372,16852,+40.9370308,-077.5186628
14373,16853,+40.9392088,-077.7870595
14374,16854,+40.8980208,-077.4731003
14375,16855,+40.9964569,-078.3756640
14376,16858,+41.0033521,-078.2096546
14377,16859,+41.0407429,-078.0232363
14378,16860,+40.9379908,-078.1797639
14379,16861,+40.8582521,-078.5214304
14380,16863,+40.9078428,-078.4746346
14381,16865,+40.7120632,-077.9960644
14382,15715,+40.9706571,-078.8774263
14383,15716,+40.4651479,-079.1868974
14384,15717,+40.4572057,-079.2432131
14385,15721,+40.8163217,-078.7925680
14386,15722,+40.5949129,-078.7244785
14387,15723,+40.6987468,-079.1586761
14388,15724,+40.7350961,-078.8136342
14389,15725,+40.5189484,-079.3487794
14390,15727,+40.5580085,-079.3097535
14391,15728,+40.6756648,-078.9717796
14392,15729,+40.7064449,-078.9151245
14393,15730,+41.0575075,-079.0949320
14394,97127,+45.2460938,-123.1113686
14395,97128,+45.2119166,-123.2820914
14396,97130,+45.6715068,-123.9334178
14397,97131,+45.7368610,-123.8167318
14398,97132,+45.3242190,-122.9873301
14399,97133,+45.6893915,-123.0130347
14400,97134,+45.4575765,-123.9770405
14401,97135,+45.2218619,-123.9627048
14402,97136,+45.6305918,-123.9207686
14403,97137,+45.2195094,-122.9484929
14404,97138,+45.9742647,-123.5831613
14405,97140,+45.3530800,-122.8658448
14406,97141,+45.5075305,-123.7371390
14407,97144,+45.7415920,-123.3002905
14408,97145,+45.8511633,-123.9507297
14409,97146,+46.1296985,-123.9459105
14410,97147,+45.6880030,-123.8786330
14411,97148,+45.3584029,-123.2484777
14412,97149,+45.1129508,-123.9390450
14413,97201,+45.5078563,-122.6907944
14414,97202,+45.4825413,-122.6439352
14415,97203,+45.6035494,-122.7379050
14416,97204,+45.5183709,-122.6739456
14417,97205,+45.5205624,-122.7102312
14418,97206,+45.4824328,-122.5986048
14419,97208,+45.5286660,-122.6789810
14420,87531,+36.2468451,-105.8391952
14421,87532,+35.9932274,-106.0900396
14422,87533,+36.0242690,-106.0665835
14423,87535,+35.5286618,-105.7477517
14424,87537,+36.0522266,-106.1888265
14425,87538,+35.4945230,-105.5712539
14426,87539,+36.3766821,-106.0431726
14427,87540,+35.4501993,-105.9079023
14428,03753,+43.5165899,-072.1490935
14429,03754,+43.3774607,-072.1383901
14430,03755,+43.6735127,-072.1918488
14431,03765,+44.0352250,-072.0501980
14432,03766,+43.6325680,-072.2348159
14433,03768,+43.8166336,-072.0942954
14434,03770,+43.5312942,-072.2588107
14435,03771,+44.2966049,-071.9806843
14436,03773,+43.3713455,-072.2027889
14437,03774,+44.0897331,-071.9965805
14438,03777,+43.8833326,-072.0338448
14439,03779,+43.9618509,-072.0012935
14440,03780,+44.0466998,-071.9891270
14441,03781,+43.5600577,-072.2993581
14442,03782,+43.3900947,-072.0931359
14443,03784,+43.6383246,-072.3064904
14444,03785,+44.0435201,-071.9122173
14445,03801,+43.0748116,-070.8054433
14446,03809,+43.4647305,-071.2001774
14447,03810,+43.5125594,-071.2948926
14448,06071,+41.9926327,-072.4537254
14449,06073,+41.6644428,-072.5550351
14450,06074,+41.8380902,-072.5778358
14451,06076,+41.9844422,-072.2634525
14452,06078,+41.9915848,-072.6517625
14453,06081,+41.9025240,-072.7733734
14454,06082,+41.9839930,-072.5555531
14455,06084,+41.8830194,-072.3588694
14456,06085,+41.7489004,-072.8894350
14457,06088,+41.9179110,-072.5833705
14458,06089,+41.8353481,-072.8242720
14459,06090,+41.9464839,-072.8631854
14460,06091,+42.0264518,-072.9802125
14461,06092,+41.8734524,-072.8605236
14462,06093,+42.0132411,-072.7173133
14463,06095,+41.8710365,-072.6750825
14464,06096,+41.9276300,-072.6597028
14465,06098,+41.9561894,-073.0863642
14466,48201,+42.3470203,-083.0601846
14467,38928,+33.8694705,-090.2918985
14468,38929,+33.7394599,-089.5313130
14469,48202,+42.3747864,-083.0777179
14470,32222,+30.2165460,-081.8282861
14471,40740,+37.0205818,-084.0373128
14472,60148,+41.8735714,-088.0207665
14473,60150,+41.9257398,-088.8922770
14474,60151,+41.9184749,-088.5744680
14475,40741,+37.1367905,-084.1272727
14476,40743,+37.0725171,-084.1153733
14477,60152,+42.2378380,-088.6254568
14478,40744,+37.0294457,-084.1189818
14479,40759,+36.8129720,-084.0571235
14480,40763,+36.6892295,-083.9255965
14481,60153,+41.8792824,-087.8432519
14482,32233,+30.3588734,-081.4193884
14483,32234,+30.2260737,-081.9758572
14484,32244,+30.2176669,-081.7526853
14485,32246,+30.2937599,-081.5171394
14486,32250,+30.2805922,-081.4120981
14487,32254,+30.3409607,-081.7347885
14488,03263,+43.2885012,-071.3093678
14489,03264,+43.7387755,-071.7026252
14490,03266,+43.7828731,-071.8847385
14491,03268,+43.3860989,-071.7729171
14492,03269,+43.5241863,-071.6016068
14493,03273,+43.3019816,-071.9269527
14494,03275,+43.1705130,-071.4170630
14495,03276,+43.4310306,-071.5759983
14496,03278,+43.3089304,-071.8355062
14497,03279,+43.9658028,-071.8591167
14498,03280,+43.1900679,-072.0938788
14499,03281,+43.0780574,-071.7037080
14500,03282,+43.8587205,-071.9237177
14501,03284,+43.4729358,-072.0131206
14502,03285,+43.9478765,-071.6357846
14503,03287,+43.4432836,-071.9224456
14504,03290,+43.1298473,-071.1318591
14505,03291,+43.1791727,-071.1426100
14506,03293,+43.9706197,-071.6799125
14507,11363,+40.7723479,-073.7462919
14508,11364,+40.7452935,-073.7605831
14509,11365,+40.7396342,-073.7944896
14510,11366,+40.7281572,-073.7850174
14511,11367,+40.7301446,-073.8270304
14512,11368,+40.7497368,-073.8530446
14513,11369,+40.7634449,-073.8723342
14514,58041,+46.0479046,-096.9183642
14515,58042,+46.9708911,-096.9560354
14516,58043,+45.9735799,-097.5450033
14517,63390,+38.8033967,-091.0400677
14518,58045,+47.3888820,-097.0163182
14519,58046,+47.3281374,-097.7244880
14520,58047,+46.7242622,-096.8727561
14521,63401,+39.6906726,-091.4566161
14522,58048,+47.1988209,-097.2236552
14523,63430,+40.3906257,-091.5426378
14524,63431,+39.7402213,-092.3139604
14525,58049,+46.6507384,-098.0080734
14526,63432,+40.4972394,-091.9939281
14527,63433,+39.5312215,-091.1293745
14528,58051,+46.6368327,-097.0215008
14529,63434,+39.9097860,-091.9472371
14530,58052,+46.6346199,-097.2795690
14531,63435,+40.1991367,-091.5836800
14532,58053,+46.0525052,-097.1805402
14533,63436,+39.5057320,-091.5525099
14534,63437,+39.7282168,-092.2206540
14535,63438,+39.9685142,-091.6879672
14536,63439,+39.8019342,-091.8605632
14537,58054,+46.4168813,-097.6687216
14538,63440,+39.9874748,-091.7588343
14539,58056,+47.2313509,-097.9293939
14540,58057,+46.4244752,-097.2572761
14541,63441,+39.4803254,-091.3120324
14542,58058,+46.1825427,-096.9633657
14543,63443,+39.6685196,-091.8824869
14544,58059,+46.8506280,-097.1258721
14545,58060,+46.2641260,-097.4155985
14546,58061,+46.2789457,-096.9020585
14547,63445,+40.3956617,-091.7322120
14548,58062,+46.6374354,-097.8188232
14549,62206,+38.5724810,-090.1664371
14550,53950,+43.9011562,-090.1377984
14551,62207,+38.5824659,-090.1232466
14552,53951,+43.3879304,-089.8762473
14553,62208,+38.5953419,-090.0047338
14554,62214,+38.3763648,-089.6036857
14555,53952,+43.7832020,-089.5973667
14556,53953,+43.7725372,-089.4682918
14557,62215,+38.5082956,-089.6088584
14558,62216,+38.6186173,-089.6017877
14559,62217,+38.1752209,-089.8528326
14560,53954,+43.5515404,-089.3139113
14561,62218,+38.5221944,-089.4739776
14562,62219,+38.6057860,-089.4318988
14563,53955,+43.4066140,-089.4166299
14564,53956,+43.5420194,-089.0175658
14565,62220,+38.4782770,-089.9980322
14566,53959,+43.5335016,-089.9996358
14567,62221,+38.5121463,-089.9053884
14568,53960,+43.4260860,-089.2353750
14569,53961,+43.4576189,-089.9275548
14570,62223,+38.5359226,-090.0594773
14571,62225,+38.5429744,-089.8521267
14572,53963,+43.6394672,-088.7432984
14573,28270,+35.1120353,-080.7646053
14574,28273,+35.1273576,-080.9468458
14575,28277,+35.0528748,-080.8175517
14576,28278,+35.1331044,-081.0089654
14577,28280,+35.2263318,-080.8430911
14578,28282,+35.2248153,-080.8452767
14579,28301,+35.0747996,-078.8842572
14580,28303,+35.0856308,-078.9593614
14581,28304,+35.0255280,-078.9896043
14582,28305,+35.0526089,-078.9072444
14583,28306,+34.9584949,-078.8968484
14584,28307,+35.1385594,-078.9818866
14585,28308,+35.1715497,-079.0170850
14586,28310,+35.1631878,-079.0379670
14587,28311,+35.1677694,-078.8886970
14588,28312,+34.9477518,-078.7381328
14589,28314,+35.0529217,-079.0293488
14590,28315,+35.1173051,-079.4315318
14591,28318,+35.0198727,-078.6135741
14592,28320,+34.5581217,-078.7727155
14593,28323,+35.3147909,-078.8343758
14594,28325,+35.1539221,-078.1041384
14595,28326,+35.2690439,-079.1546905
14596,28327,+35.3546162,-079.4164941
14597,28328,+35.0035028,-078.3379243
14598,28330,+34.9095965,-079.8219798
14599,28332,+34.6590486,-078.7379111
14600,44301,+41.0434903,-081.5240172
14601,62561,+39.8638948,-089.5019125
14602,44302,+41.0894368,-081.5386639
14603,44303,+41.1046852,-081.5369409
14604,62563,+39.7192588,-089.4962519
14605,44304,+41.0831748,-081.5078523
14606,23704,+36.8241875,-076.3101608
14607,44305,+41.0753037,-081.4616516
14608,62565,+39.4117771,-088.8040953
14609,23707,+36.8423008,-076.3396284
14610,23708,+36.8495287,-076.3051576
14611,23709,+36.8127515,-076.3054575
14612,62567,+39.6452160,-089.1898506
14613,44306,+41.0393484,-081.4831713
14614,23801,+37.2353823,-077.3352764
14615,19435,+40.3274836,-075.5691742
14616,19436,+40.2015088,-075.2469972
14617,19437,+40.1824140,-075.2585795
14618,19438,+40.2694394,-075.3900061
14619,19440,+40.2858324,-075.2911213
14620,19442,+40.1295171,-075.5831447
14621,19444,+40.0877435,-075.2531573
14622,19446,+40.2323271,-075.3039153
14623,19453,+40.1405684,-075.4979171
14624,19454,+40.2261125,-075.2437858
14625,19456,+40.1339032,-075.4617710
14626,19457,+40.2063784,-075.5901170
14627,19460,+40.1268267,-075.5304484
14628,19462,+40.1153449,-075.2819896
14629,19464,+40.2589278,-075.6158611
14630,19465,+40.1903860,-075.6845702
14631,21723,+39.3291066,-077.0026109
14632,21727,+39.6886152,-077.3292810
14633,21733,+39.5493032,-077.7584871
14634,21734,+39.6078172,-077.7078354
14635,21737,+39.2482599,-077.0271246
14636,21738,+39.2798437,-077.0267063
14637,08215,+39.5865056,-074.5636563
14638,08217,+39.5741923,-074.7199150
14639,08221,+39.3437182,-074.5710495
14640,21740,+39.6319007,-077.7438858
14641,08223,+39.2787499,-074.6557031
14642,08224,+39.6061286,-074.4666370
14643,08225,+39.3626676,-074.5414830
14644,21742,+39.6782193,-077.6527202
14645,21746,+39.5650640,-077.7114673
14646,21750,+39.6622623,-078.2359748
14647,08226,+39.2637911,-074.6077373
14648,04231,+44.2630583,-070.8754774
14649,04234,+44.6238270,-070.1918952
14650,04236,+44.1897541,-070.1450885
14651,04237,+44.4944998,-070.7344211
14652,04238,+44.2092568,-070.3888783
14653,04239,+44.5168965,-070.2021867
14654,04240,+44.0895127,-070.1720950
14655,04250,+44.0105227,-070.1274085
14656,04252,+44.0366878,-070.0587993
14657,04253,+44.4116381,-070.2161865
14658,04254,+44.4453367,-070.1380761
14659,04255,+44.3457921,-070.6557008
14660,04256,+44.1048969,-070.4046803
14661,04257,+44.5530984,-070.4952597
14662,04258,+44.1379401,-070.3363339
14663,04259,+44.2335047,-070.0147235
14664,55128,+44.9875455,-092.9635530
14665,55129,+44.8834738,-092.8927678
14666,55130,+44.9733023,-093.0824096
14667,55150,+44.8866176,-093.1654579
14668,55155,+44.9560262,-093.0826804
14669,55301,+45.2485588,-093.6598198
14670,55302,+45.2465220,-094.1171335
14671,55303,+45.2884119,-093.4315290
14672,55304,+45.2476048,-093.2750365
14673,55305,+44.9563843,-093.4281588
14674,55306,+44.7309442,-093.2913805
14675,55307,+44.5997056,-094.1112159
14676,55308,+45.4413947,-093.8320307
14677,55309,+45.3777278,-093.7443364
14678,55310,+44.7591161,-094.8807593
14679,55311,+45.1064033,-093.4970293
14680,55312,+44.7063403,-094.3512900
14681,16866,+40.8296992,-078.1814906
14682,16868,+40.7319729,-077.8804986
14683,16870,+40.8008778,-078.0619068
14684,16871,+41.1866151,-078.0257265
14685,16872,+40.9674697,-077.3584042
14686,16874,+40.9794683,-077.9837348
14687,16875,+40.8403894,-077.5880449
14688,16876,+40.9656378,-078.2876459
14689,16877,+40.7386329,-078.0611549
14690,16878,+40.9489410,-078.3235709
14691,16879,+40.9709526,-078.1514948
14692,16881,+41.0267801,-078.3204370
14693,16882,+40.9124515,-077.3234713
14694,16901,+41.7212913,-077.3372828
14695,16911,+41.6586761,-077.1291888
14696,16912,+41.6784380,-077.0432609
14697,16914,+41.8542296,-076.7836639
14698,16915,+41.7754476,-077.9709180
14699,16917,+41.7218008,-077.0567288
14700,16920,+41.9737607,-077.2835658
14701,16921,+41.7241264,-077.5562565
14702,16922,+41.6806590,-077.7107023
14703,16923,+41.9505551,-077.8705641
14704,16925,+41.9485674,-076.7838099
14705,16926,+41.7270848,-076.7017130
14706,16927,+41.9587120,-077.6587086
14707,16928,+41.9533836,-077.4344783
14708,16929,+41.9634056,-077.1349080
14709,16930,+41.5837824,-077.1388257
14710,16932,+41.7791280,-076.9394720
14711,16933,+41.8194244,-077.0625019
14712,87543,+36.1070351,-105.6612064
14713,87544,+35.8407129,-106.2880898
14714,87548,+36.1723754,-106.1378382
14715,87549,+36.2370981,-106.0090738
14716,87551,+36.6945983,-106.6694480
14717,87552,+35.6461548,-105.6016596
14718,87553,+36.2148891,-105.6874806
14719,87554,+36.4828978,-106.0186697
14720,87556,+36.7803685,-105.4750184
14721,87557,+36.2943367,-105.6835929
14722,87558,+36.6739432,-105.4555169
14723,87560,+35.2367157,-105.5262824
14724,87562,+35.4168431,-105.6845388
14725,87564,+36.6079724,-105.6278904
14726,87565,+35.4787930,-105.6647110
14727,87566,+36.0722323,-106.0686313
14728,87567,+35.9938936,-106.0201944
14729,87569,+35.3463772,-105.3006332
14730,87571,+36.3978587,-105.5267121
14731,87573,+35.7893787,-105.6856608
14732,87574,+35.8216600,-105.8991045
14733,87575,+36.7400949,-106.3708234
14734,87577,+36.6696992,-106.0111072
14735,87578,+36.0474406,-105.7701141
14736,87579,+36.0863186,-105.5318710
14737,87580,+36.5700740,-105.5657829
14738,87581,+36.5134783,-106.1396313
14739,87582,+36.1563491,-106.0160927
14740,87583,+35.2313370,-105.3362638
14741,87701,+35.5421132,-104.9334872
14742,87710,+36.3802693,-105.2413751
14743,87711,+35.2288735,-105.1051560
14744,87712,+35.8504811,-105.1828561
14745,87713,+36.1670917,-105.3648825
14746,87714,+36.6194191,-105.2137478
14747,87715,+36.0170583,-105.4290418
14748,87718,+36.5998081,-105.2918854
14749,87722,+36.1919097,-105.2610114
14750,87723,+36.0587399,-105.3755801
14751,87724,+35.1735466,-105.0781456
14752,87728,+36.5965370,-104.6190842
14753,87729,+36.3034117,-104.8178417
14754,03811,+42.8391129,-071.1671916
14755,03812,+44.0811300,-071.2972366
14756,03813,+44.1274980,-071.0606912
14757,03814,+43.7709369,-071.1815047
14758,03816,+43.6822309,-071.2512085
14759,03817,+43.8871700,-071.2294024
14760,03818,+43.9594503,-071.2742511
14761,03819,+42.9278919,-071.1198885
14762,03820,+43.1906583,-070.8876551
14763,03823,+43.1746071,-070.9414534
14764,03824,+43.1170615,-070.9188067
14765,03825,+43.2155657,-071.0389797
14766,32256,+30.1753273,-081.4719515
14767,35218,+33.5077305,-086.8939597
14768,35221,+33.4495322,-086.8990491
14769,48203,+42.4207361,-083.1043384
14770,35222,+33.5237117,-086.7701147
14771,60154,+41.8474703,-087.8916418
14772,60155,+41.8576793,-087.8562699
14773,40769,+36.7028415,-084.1952034
14774,40771,+36.8641705,-084.0347392
14775,40801,+36.8608013,-083.2485219
14776,40806,+36.8912253,-083.2970059
14777,40807,+36.9640935,-082.9459995
14778,40808,+36.9963188,-083.2033790
14779,60156,+42.2036126,-088.3207012
14780,40810,+36.8436833,-083.4545589
14781,60157,+41.9752521,-088.0560535
14782,40813,+36.7099568,-083.5919312
14783,11370,+40.7653925,-073.8931910
14784,11371,+40.7744111,-073.8732723
14785,11372,+40.7516751,-073.8836665
14786,11373,+40.7388426,-073.8785385
14787,11374,+40.7264673,-073.8615153
14788,11375,+40.7209629,-073.8461400
14789,11377,+40.7448204,-073.9051607
14790,11378,+40.7247442,-073.9096392
14791,63446,+40.1304129,-091.9872059
14792,58063,+46.9590338,-097.7975837
14793,63447,+40.0970220,-091.9034003
14794,58064,+47.1447407,-097.6108722
14795,58065,+47.1861683,-097.7605067
14796,63448,+40.0246613,-091.5570375
14797,58067,+46.0708217,-097.4693544
14798,63450,+39.6689094,-092.1502597
14799,63451,+39.9037833,-092.2058920
14800,58068,+46.5288724,-097.3750933
14801,58069,+46.2430893,-097.8396044
14802,63452,+40.0931297,-091.7900517
14803,58071,+46.9507894,-097.6713543
14804,63453,+40.5107559,-091.8672559
14805,63454,+39.9229812,-091.6503770
14806,63456,+39.6564699,-091.7283313
14807,63457,+40.1658503,-091.7118888
14808,63458,+39.9924508,-092.0199065
14809,58072,+46.9257172,-098.0068333
14810,63459,+39.5793740,-091.3692516
14811,63460,+39.9992688,-092.2078970
14812,58075,+46.2755359,-096.7303937
14813,58076,+46.2728273,-096.6075837
14814,63461,+39.7906058,-091.5699620
14815,58077,+46.5248370,-096.9751197
14816,63462,+39.4192072,-091.7011296
14817,63463,+39.8514331,-091.7809457
14818,53964,+43.9125821,-089.5125021
14819,62226,+38.5351615,-089.9995562
14820,62230,+38.6350047,-089.5309951
14821,53965,+43.6714224,-089.7481343
14822,62231,+38.6122582,-089.3193375
14823,53968,+43.6461320,-090.2278343
14824,53969,+43.4932386,-089.3018354
14825,62232,+38.6324796,-090.0023902
14826,54001,+45.3343295,-092.3866072
14827,62233,+37.9422523,-089.7885510
14828,54002,+44.9630164,-092.3695274
14829,54003,+44.7944720,-092.4457288
14830,54004,+45.3022198,-092.1251769
14831,54005,+45.2361194,-092.2275013
14832,54006,+45.5906965,-092.6466888
14833,62234,+38.6832150,-089.9820579
14834,54007,+45.1903290,-092.3529396
14835,54009,+45.3525211,-092.5778191
14836,54010,+44.7343159,-092.4656289
14837,62236,+38.4365894,-090.2164593
14838,54011,+44.7182921,-092.4647063
14839,54013,+45.0829503,-092.2281661
14840,62237,+38.1867205,-089.5684701
14841,62238,+38.0340127,-089.5426731
14842,54014,+44.6468671,-092.5675079
14843,54015,+44.9708152,-092.4531634
14844,62239,+38.5351765,-090.1614714
14845,62240,+38.5018574,-090.1765566
14846,62241,+38.0111845,-089.8938843
14847,62242,+38.1129571,-089.9488339
14848,54016,+44.9812142,-092.6947852
14849,62243,+38.4190530,-089.8893998
14850,62244,+38.1956926,-090.1987755
14851,62245,+38.5453385,-089.5628157
14852,54017,+45.1200141,-092.5197954
14853,54020,+45.2748456,-092.6417610
14854,54021,+44.7341831,-092.7063075
14855,62246,+38.8903664,-089.4275766
14856,28333,+35.2861315,-078.0173730
14857,28334,+35.2722079,-078.5681041
14858,28337,+34.6570466,-078.5615591
14859,28338,+35.1075132,-079.7596408
14860,28339,+35.3105403,-078.7327468
14861,28340,+34.4713541,-079.1344225
14862,28341,+35.1198759,-078.1744371
14863,28342,+35.1911833,-078.6512623
14864,28343,+34.7573616,-079.5648752
14865,28344,+35.1604989,-078.6245754
14866,28345,+34.8702877,-079.6656399
14867,28347,+35.0622656,-079.6316618
14868,28348,+34.9149732,-078.9270205
14869,28349,+34.9811588,-077.9270592
14870,28350,+35.2435468,-079.3141408
14871,28351,+34.8481973,-079.5637173
14872,28352,+34.7678422,-079.4517300
14873,28356,+35.2370202,-078.7903957
14874,28357,+34.9020937,-079.0830127
14875,28358,+34.6078575,-078.9347722
14876,28360,+34.6703285,-079.0749400
14877,28363,+34.9607817,-079.5546618
14878,28364,+34.7079278,-079.3226759
14879,28365,+35.1723295,-078.0522873
14880,28366,+35.2302279,-078.3620142
14881,44307,+41.0692208,-081.5465250
14882,44308,+41.0816584,-081.5170136
14883,44310,+41.1057179,-081.4944198
14884,44311,+41.0642279,-081.5207145
14885,62568,+39.5614204,-089.2880240
14886,62570,+39.5885808,-089.4480037
14887,62571,+39.3810084,-088.9602247
14888,62572,+39.3609369,-089.7015237
14889,62573,+39.9454093,-089.0741332
14890,44312,+41.0141204,-081.4437014
14891,62601,+39.7490943,-090.0392549
14892,62610,+39.5588440,-090.4348585
14893,62611,+39.8841158,-090.3981775
14894,23803,+37.2092772,-077.4972384
14895,44313,+41.1300942,-081.5731690
14896,62612,+39.8960479,-090.0631581
14897,62613,+39.9974321,-089.6659407
14898,44314,+41.0399790,-081.5590217
14899,23805,+37.1385441,-077.4034749
14900,23806,+37.2386131,-077.4182385
14901,62615,+39.5850610,-089.7573810
14902,62617,+40.1568224,-090.1698898
14903,23821,+36.8832000,-077.9129439
14904,19468,+40.2076383,-075.5320666
14905,19472,+40.3369345,-075.5737831
14906,19473,+40.2561677,-075.4825341
14907,19474,+40.2235280,-075.4040357
14908,19475,+40.1722747,-075.6001576
14909,19477,+40.1833154,-075.2314571
14910,19492,+40.2855052,-075.4919942
14911,19501,+40.2444770,-076.0647010
14912,19503,+40.4067518,-075.5717794
14913,19504,+40.4162153,-075.5885544
14914,60604,+41.8780955,-087.6284599
14915,60605,+41.8675665,-087.6172276
14916,60606,+41.8825241,-087.6374269
14917,35950,+34.2497501,-086.2610977
14918,35951,+34.3390978,-086.1622969
14919,60607,+41.8748511,-087.6495693
14920,35952,+34.0523854,-086.3107376
14921,35953,+33.8096183,-086.2297418
14922,60608,+41.8468804,-087.6706636
14923,35954,+34.0897544,-086.0574493
14924,35956,+34.1461462,-086.1467490
14925,35957,+34.1961587,-086.1968976
14926,60609,+41.8126802,-087.6569347
14927,35958,+34.9160047,-085.6459568
14928,60610,+41.9067723,-087.6322312
14929,26716,+39.2527403,-079.5294925
14930,26717,+39.3341554,-079.1825083
14931,26719,+39.4827915,-078.7748336
14932,26720,+39.2802929,-079.3295855
14933,26722,+39.5031262,-078.6431929
14934,26726,+39.4028464,-078.9854459
14935,26731,+39.1685952,-079.0753548
14936,26739,+39.2483499,-079.2432523
14937,21754,+39.3321139,-077.3162130
14938,08230,+39.2079382,-074.7236039
14939,21755,+39.3596546,-077.5681276
14940,21756,+39.4627687,-077.7040403
14941,08232,+39.3875252,-074.5151963
14942,21757,+39.5938612,-077.2581391
14943,21758,+39.3532047,-077.6568133
14944,21762,+39.4808299,-077.2470888
14945,21766,+39.6704707,-078.3878895
14946,21767,+39.6971316,-077.7474728
14947,21769,+39.4424641,-077.5689083
14948,21770,+39.3501894,-077.2562401
14949,08234,+39.3883932,-074.6207280
14950,08240,+39.4880591,-074.5339730
14951,08241,+39.5347979,-074.4760989
14952,08242,+39.0185758,-074.8889047
14953,04260,+43.9575077,-070.2960108
14954,04261,+44.5655676,-070.9626611
14955,04263,+44.2953505,-070.1330740
14956,04265,+44.2792549,-070.0428450
14957,04267,+44.2065910,-070.7923541
14958,04268,+44.2258668,-070.6100214
14959,04270,+44.1173349,-070.5274779
14960,04271,+44.2636108,-070.4981900
14961,04274,+44.0481059,-070.3935627
14962,04275,+44.7025963,-070.6475845
14963,04276,+44.5599203,-070.6252639
14964,04280,+44.1168308,-070.0625824
14965,04281,+44.2480012,-070.4908157
14966,04282,+44.2651065,-070.2479796
14967,04284,+44.3625025,-070.0612303
14968,55313,+45.1746639,-093.8514553
14969,55314,+44.7790204,-094.5897253
14970,55315,+44.7210963,-093.6889727
14971,55316,+45.1729324,-093.3868294
14972,55317,+44.8587036,-093.5502092
14973,55318,+44.8107868,-093.6362516
14974,55319,+45.4752661,-093.9438564
14975,55320,+45.3963309,-094.0860524
14976,55321,+45.0875676,-094.1931396
14977,55322,+44.7718856,-093.7871236
14978,55324,+45.0525856,-094.4181941
14979,55325,+45.0848677,-094.3169563
14980,55327,+45.1957351,-093.4758017
14981,55328,+45.0334155,-093.8136865
14982,55329,+45.3045418,-094.5589374
14983,55330,+45.3341682,-093.5682165
14984,55331,+44.8956643,-093.6076488
14985,55332,+44.5204175,-094.6994938
14986,55333,+44.5629552,-094.8606311
14987,55334,+44.5356513,-094.1884154
14988,55335,+44.5311003,-094.5531363
14989,55336,+44.7771861,-094.1989307
14990,55337,+44.7784720,-093.2722690
14991,55338,+44.6695195,-093.9957714
14992,55339,+44.7234284,-093.9569596
14993,55340,+45.0782631,-093.5721177
14994,55341,+45.1577552,-093.6627501
14995,55342,+44.7429198,-094.7390025
14996,55343,+44.9143724,-093.4162539
14997,55344,+44.8638384,-093.4300085
14998,55345,+44.9154425,-093.4844300
14999,15731,+40.5037667,-079.1764100
15000,15732,+40.7276862,-079.2118716
15001,15733,+40.9888620,-078.9592947
15002,15734,+40.7247970,-079.0012652
15003,15736,+40.7012503,-079.3664452
15004,15737,+40.6012575,-078.7590100
15005,15738,+40.6915528,-078.7851222
15006,15739,+40.6742493,-079.1687345
15007,15741,+40.8024883,-078.8910333
15008,15742,+40.8169784,-078.8640057
15009,15744,+40.9225594,-079.0840094
15010,15745,+40.6230014,-078.9151905
15011,15746,+40.7585090,-078.8892944
15012,06415,+41.5502911,-072.3486162
15013,06416,+41.6166088,-072.6615596
15014,06417,+41.3678191,-072.4774422
15015,87730,+36.1530010,-104.2144467
15016,87731,+35.7348982,-105.3978685
15017,87732,+35.9579744,-105.3643024
15018,87733,+35.8585102,-103.8479336
15019,87734,+36.1690981,-105.0910943
15020,87735,+36.0694612,-105.1531622
15021,87736,+35.9804486,-105.1970764
15022,87740,+36.7492680,-104.4073690
15023,87742,+35.9065396,-105.5338387
15024,87743,+35.9735652,-104.0908141
15025,87745,+35.8109259,-105.2136456
15026,87746,+35.5028638,-104.5780422
15027,87747,+36.3561943,-104.4717715
